sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
臺東,臺東縣,30,,良好,0.7,0.18,29,32,4,3,1,2.2,0.7,2,315,"2025-02-07 04:00",,0.2,5,9,0,121.15045,22.755358,62
恆春,屏東縣,41,,良好,0.6,0.18,44,45,9,4,1,2,0.8,7.9,19,"2025-02-07 04:00",,0.1,3,7,0,120.788928,21.958069,61
潮州,屏東縣,130,細懸浮微粒,對敏感族群不健康,0.6,0.35,17,24,63,42,8,9.2,0.9,0.7,50,"2025-02-07 04:00",,0.3,42,61,1,120.561175,22.523108,60
屏東,屏東縣,115,細懸浮微粒,對敏感族群不健康,0.8,0.34,20,28,52,37,9,9.8,0.9,2,354,"2025-02-07 04:00",,0.3,36,55,1,120.488033,22.673081,59
小港,高雄市,113,細懸浮微粒,對敏感族群不健康,1.3,0.32,18,20,54,39,15,15.3,0.1,1.2,316,"2025-02-07 04:00",,0.4,36,56,2,120.337736,22.565833,58
前鎮,高雄市,111,細懸浮微粒,對敏感族群不健康,0.8,0.32,23,22,59,44,10,11.1,1,2.5,26,"2025-02-07 04:00",,0.4,35,56,1,120.30833356,22.6044507,57
前金,高雄市,101,細懸浮微粒,對敏感族群不健康,0.7,0.34,23,21,54,37,10,11.2,0.7,3.7,356,"2025-02-07 04:00",,0.3,31,55,1,120.28676111,22.63390278,56
左營,高雄市,102,細懸浮微粒,對敏感族群不健康,0.8,0.33,26,26,57,35,9,9.7,0.4,2.8,0,"2025-02-07 04:00",,0.3,31,52,1,120.292917,22.674861,54
楠梓,高雄市,101,細懸浮微粒,對敏感族群不健康,1,0.29,20,23,56,32,10,10.9,0.7,1.9,26,"2025-02-07 04:00",,0.3,31,52,1,120.328289,22.733667,53
林園,高雄市,130,細懸浮微粒,對敏感族群不健康,2,0.38,19,22,60,46,13,13.7,0.4,1.8,23,"2025-02-07 04:00",,0.4,42,64,3,120.41175,22.4795,52
大寮,高雄市,118,細懸浮微粒,對敏感族群不健康,1.1,0.32,18,24,54,38,9,9.3,0.2,1.2,327,"2025-02-07 04:00",,0.3,37,55,3,120.425311,22.56413611,51
鳳山,高雄市,116,細懸浮微粒,對敏感族群不健康,1.1,0.33,20,18,57,41,10,10.7,0.7,0.8,259,"2025-02-07 04:00",,0.5,36,54,1,120.357422,22.628126,50
仁武,高雄市,108,細懸浮微粒,對敏感族群不健康,1.3,0.3,20,21,57,34,11,11.8,0.9,2.5,341,"2025-02-07 04:00",,0.3,33,53,2,120.332631,22.689056,49
橋頭,高雄市,106,細懸浮微粒,對敏感族群不健康,0.9,0.31,24,25,55,37,10,9.8,0.2,2.4,20,"2025-02-07 04:00",,0.3,33,50,1,120.305689,22.757506,48
美濃,高雄市,96,細懸浮微粒,普通,1,0.34,11,18,40,26,7,7.6,0.5,0.6,215,"2025-02-07 04:00",,0.3,29,48,0,120.530542,22.883583,47
臺南,臺南市,80,細懸浮微粒,普通,0.7,0.29,25,32,49,26,11,11.5,0.9,2.3,0,"2025-02-07 04:00",,0.2,23,40,2,120.21947897,22.98928311,46
安南,臺南市,78,細懸浮微粒,普通,0.4,0.31,26,33,39,28,8,8.3,0.1,2.4,329,"2025-02-07 04:00",,0.2,22,37,1,120.2175,23.048197,45
善化,臺南市,76,細懸浮微粒,普通,0.9,0.31,23,29,59,22,9,10.5,1.1,2.8,357,"2025-02-07 04:00",,0.2,22,50,2,120.29740529,23.11337642,44
新營,臺南市,78,細懸浮微粒,普通,0.1,0.33,22,29,39,23,10,11.5,1.8,1.8,8,"2025-02-07 04:00",,0.2,22,38,1,120.31725,23.305633,43
嘉義,嘉義市,86,細懸浮微粒,普通,1.8,0.28,22,24,35,21,10,10.3,0.6,2,44,"2025-02-07 04:00",,0.3,25,42,5,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,0.9,0.23,46,46,20,8,2,2.7,0.1,7.3,19,"2025-02-07 04:00",,0.2,9,23,1,120.19933333,23.702175,41
朴子,嘉義縣,57,細懸浮微粒,普通,0.8,0.3,33,37,32,17,6,5.5,0,2,6,"2025-02-07 04:00",,0.2,15,28,2,120.2478,23.46538,40
新港,嘉義縣,61,細懸浮微粒,普通,1.1,0.28,30,33,30,11,7,7.7,0.9,3,359,"2025-02-07 04:00",,0.2,16,37,2,120.345531,23.554839,39
崙背,雲林縣,60,細懸浮微粒,普通,0.9,0.31,34,36,29,14,5,5.9,1.1,2.4,351,"2025-02-07 04:00",,0.2,16,31,1,120.348742,23.757547,38
斗六,雲林縣,81,細懸浮微粒,普通,0.9,0.3,19,25,45,21,9,10.5,1.5,1.7,340,"2025-02-07 04:00",,0.3,24,44,2,120.544994,23.711853,37
南投,南投縣,79,細懸浮微粒,普通,1.3,0.37,6,15,28,24,16,17,1,0.4,63,"2025-02-07 04:00",,0.3,23,35,1,120.685306,23.913,36
二林,彰化縣,51,懸浮微粒,普通,1.1,0.33,38,39,30,10,5,5.2,0.1,4,12,"2025-02-07 04:00",,0.2,11,31,1,120.409653,23.925175,35
線西,彰化縣,38,,良好,3.6,0.69,37,42,22,10,12,12.2,0.5,5.6,28,"2025-02-07 04:00",,0.3,10,23,1,120.469061,24.131672,34
彰化,彰化縣,53,細懸浮微粒,普通,0.9,0.22,33,32,20,12,7,7.3,0.5,1.9,2,"2025-02-07 04:00",,0.2,13,23,2,120.541519,24.066,33
西屯,臺中市,60,細懸浮微粒,普通,1.3,0.25,27,22,24,12,12,13.9,1.9,3.3,356,"2025-02-07 04:00",,0.3,16,26,1,120.616917,24.162197,32
忠明,臺中市,67,細懸浮微粒,普通,1.1,0.3,22,20,21,19,9,9.7,0.8,1.3,344,"2025-02-07 04:00",,0.3,18,27,1,120.641092,24.151958,31
大里,臺中市,77,細懸浮微粒,普通,1.5,0.36,14,16,19,22,12,13.3,1.6,0.7,13,"2025-02-07 04:00",,0.4,22,26,2,120.67844444,24.09961111,30
沙鹿,臺中市,44,,良好,1.1,0.25,39,37,18,11,5,5.2,0.3,4,25,"2025-02-07 04:00",,0.2,11,24,1,120.568794,24.225628,29
豐原,臺中市,72,細懸浮微粒,普通,0.8,0.29,26,25,14,15,4,4.4,0,1.8,7,"2025-02-07 04:00",,0.3,20,23,1,120.74252414,24.25699731,28
三義,苗栗縣,60,細懸浮微粒,普通,0.3,0.28,22,19,13,11,7,8.4,1.2,4.1,16,"2025-02-07 04:00",,0.3,16,21,1,120.75956754,24.38248443,27
苗栗,苗栗縣,51,細懸浮微粒,普通,1.5,0.19,32,25,7,10,7,7.5,0.9,2,2,"2025-02-07 04:00",,0.2,12,16,1,120.82011468,24.56499183,26
頭份,苗栗縣,37,,良好,1.4,0.23,35,25,12,8,6,7.6,1.3,2.2,5,"2025-02-07 04:00",,0.3,9,17,1,120.89869286,24.69690679,25
新竹,新竹市,43,,良好,1,0.26,38,29,4,6,6,6.9,0.7,3.2,28,"2025-02-07 04:00",,0.3,11,11,1,120.97236752,24.8056356,24
竹東,新竹縣,45,,良好,0.4,0.25,24,17,10,8,7,7.1,0.5,1.5,332,"2025-02-07 04:00",,0.3,11,15,0,121.08895493,24.74091408,23
湖口,新竹縣,34,,良好,0.9,0.25,43,38,6,3,5,5.3,0.4,5.1,45,"2025-02-07 04:00",,0.2,6,11,0,121.03886894,24.90009696,22
龍潭,桃園市,38,,良好,0.8,0.22,30,31,5,7,5,5.6,0.2,1.9,28,"2025-02-07 04:00",,0.2,10,11,1,121.21645772,24.86400048,21
平鎮,桃園市,31,,良好,0.4,0.29,38,33,6,5,10,9.9,0.4,2.5,42,"2025-02-07 04:00",,0.3,6,11,0,121.203986,24.952786,20
觀音,桃園市,41,,良好,0.8,0.22,45,44,4,2,3,3.7,0.3,7.6,57,"2025-02-07 04:00",,0.2,7,10,0,121.08283092,25.03556747,19
大園,桃園市,39,,良好,0.9,0.25,47,43,9,0,3,3.9,0.9,7,32,"2025-02-07 04:00",,0.2,4,11,1,121.20251473,25.06100357,18
桃園,桃園市,36,,良好,1,0.26,40,39,1,0,6,6.8,0.4,2.6,355,"2025-02-07 04:00",,0.2,4,4,1,121.30500531,24.9947107,17
大同,臺北市,36,,良好,0.8,0.45,27,26,8,5,15,18.8,3.8,-,-,"2025-02-07 04:00",,0.4,8,9,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.9,0.23,42,34,0,4,4,4.9,0.4,1.6,21,"2025-02-07 04:00",,0.2,7,7,1,121.578611,25.05,15
古亭,臺北市,31,,良好,1.1,0.24,40,35,6,3,5,5.8,0.5,1.3,45,"2025-02-07 04:00",,0.2,7,12,1,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.5,0.3,33,34,8,5,11,11.4,0.5,1.7,83,"2025-02-07 04:00",,0.2,3,10,1,121.507972,25.046503,13
中山,臺北市,33,,良好,0.5,0.28,33,31,8,6,10,10.5,0.7,1.1,75,"2025-02-07 04:00",,0.3,8,12,1,121.526528,25.062361,12
士林,臺北市,41,,良好,0.7,0.26,42,44,5,2,4,3.7,0.2,0.9,277,"2025-02-07 04:00",,0.2,4,8,1,121.51666356,25.10334003,11
淡水,新北市,36,,良好,0.2,0.26,46,40,10,3,2,2.4,0.6,4,20,"2025-02-07 04:00",,0.2,4,8,1,121.449239,25.1645,10
林口,新北市,39,,良好,0.7,0.25,46,43,2,2,2,2.4,0.5,4,37,"2025-02-07 04:00",,0.2,5,6,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,0.7,0.26,37,37,3,4,9,9.1,0.4,0.2,271,"2025-02-07 04:00",,0.2,6,10,0,121.481028,25.06895,8
新莊,新北市,34,,良好,0.3,0.23,36,38,4,3,6,6.3,0.4,2.6,36,"2025-02-07 04:00",,0.2,6,5,0,121.4325,25.037972,7
板橋,新北市,33,,良好,0.9,0.27,37,37,1,4,7,8.2,0.8,1.6,54,"2025-02-07 04:00",,0.3,5,8,1,121.458667,25.012972,6
土城,新北市,32,,良好,0.8,0.24,36,36,5,4,6,6.9,0.4,1.4,6,"2025-02-07 04:00",,0.3,6,10,0,121.451861,24.982528,5
新店,新北市,33,,良好,0.1,0.22,36,36,6,4,7,7.5,0.3,1.8,30,"2025-02-07 04:00",,0.2,5,9,0,121.537778,24.977222,4
萬里,新北市,47,,良好,0.4,0.25,50,51,33,2,2,2.8,0.6,6.6,38,"2025-02-07 04:00",,0.2,5,22,1,121.689881,25.179667,3
汐止,新北市,34,,良好,0.9,0.22,41,31,5,6,7,7.4,0.7,2.1,40,"2025-02-07 04:00",,0.2,8,10,0,121.64081,25.06624,2
基隆,基隆市,30,,良好,0.9,0.26,50,32,6,3,2,2.3,0.3,1.5,85,"2025-02-07 04:00",,0.3,6,8,1,121.760056,25.129167,1
屏東(枋山),屏東縣,38,,良好,0.2,0.15,42,41,7,1,3,3.6,0.3,1.8,65,"2025-02-07 03:00",,0.1,7,13,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,34,,良好,0.2,0.19,27,37,10,3,6,6.1,0.2,1.8,316,"2025-02-07 03:00",,0.1,4,8,0,121.61575076,23.97709367,312
新北（樹林）,新北市,21,,良好,0.2,0.2,21,22,8,4,10,10.2,0.4,0,169,"2025-02-07 03:00",,0.3,5,11,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,98,細懸浮微粒,普通,0,0.38,13,18,34,29,9,9.3,0.5,0,27,"2025-02-07 03:00",,0.3,30,36,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,120,細懸浮微粒,對敏感族群不健康,3.8,0.4,25,29,62,42,12,12.9,0.6,2.4,332,"2025-02-07 03:00",,0.4,38,58,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,73,細懸浮微粒,普通,0.5,0.28,25,31,46,27,10,11,0.6,2.1,355,"2025-02-07 03:00",,0.2,20,39,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,95,細懸浮微粒,普通,1.4,0.3,25,24,55,33,13,14,1,1.1,13,"2025-02-07 03:00",,0.3,28,47,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,32,,良好,0.8,0.18,44,36,11,2,6,6.8,0.9,0.7,39,"2025-02-07 03:00",,0.2,5,11,1,121.82463916,24.85366672,201
員林,彰化縣,74,細懸浮微粒,普通,1.4,0.35,19,28,29,22,14,14.8,1.3,1.5,10,"2025-02-07 03:00",,0.3,21,31,1,120.5631893,23.9615945,139
大城,彰化縣,44,,良好,1.1,0.21,49,49,18,6,2,2.5,0.2,6.9,38,"2025-02-07 03:00",,0.1,9,20,0,120.26964167,23.85493056,85
富貴角,新北市,49,,良好,0.2,0.23,53,53,15,2,1,1.4,0,12.2,44,"2025-02-07 03:00",,0.1,5,15,0,121.53656894,25.29681695,84
麥寮,雲林縣,46,,良好,1,0.22,44,45,14,8,,,,4.9,356,"2025-02-07 03:00",,0.2,12,20,2,120.251825,23.753506,83
關山,臺東縣,30,,良好,0.8,0.2,24,27,16,10,2,2.5,0.8,1.2,10,"2025-02-07 03:00",,0.2,6,18,0,121.161933,23.045083,80
馬公,澎湖縣,44,,良好,1,0.25,48,48,12,3,3,3.2,0.6,6.4,30,"2025-02-07 03:00",,0.2,10,15,1,119.566158,23.569031,78
金門,金門縣,67,細懸浮微粒,普通,1,0.29,35,37,12,12,4,4.9,0.6,2.2,5,"2025-02-07 03:00",,0.3,18,22,2,118.312256,24.432133,77
馬祖,連江縣,69,細懸浮微粒,普通,0.9,0.31,41,45,21,18,3,3.8,0.7,2.5,333,"2025-02-07 03:00",,0.3,19,27,0,119.952724,26.153736,75
埔里,南投縣,127,細懸浮微粒,對敏感族群不健康,1.2,0.47,10,18,51,41,7,7.9,1,0.3,132,"2025-02-07 03:00",,0.5,41,54,1,120.967903,23.968842,72
復興,高雄市,106,細懸浮微粒,對敏感族群不健康,1.5,0.28,21,23,46,31,12,13.4,0.9,1.1,128,"2025-02-07 03:00",,0.5,32,45,2,120.312017,22.608711,71
永和,新北市,31,,良好,0.6,0.29,32,34,6,8,9,9.2,0.6,0.2,191,"2025-02-07 03:00",,0.3,7,10,1,121.516306,25.017,70
竹山,南投縣,104,細懸浮微粒,對敏感族群不健康,1,0.39,8,17,41,28,14,15.2,0.7,1.4,123,"2025-02-07 03:00",,0.4,32,46,1,120.677306,23.756389,69
中壢,桃園市,35,,良好,0.9,0.34,32,26,9,8,10,12,1.5,0.2,260,"2025-02-07 03:00",,0.5,9,12,1,121.221667,24.953278,68
三重,新北市,53,二氧化氮,普通,1.1,0.47,17,16,7,6,26,44.3,18.7,-,-,"2025-02-07 03:00",,0.6,10,12,1,121.493806,25.072611,67
冬山,宜蘭縣,26,,良好,0.4,0.18,23,24,4,5,4,4.7,0.5,1.5,328,"2025-02-07 03:00",,0.1,6,8,0,121.792928,24.632203,66
宜蘭,宜蘭縣,27,,良好,0.7,0.18,32,29,5,1,2,2.6,0.5,0.2,287,"2025-02-07 03:00",,0.2,5,4,0,121.746394,24.747917,65
陽明,臺北市,46,,良好,0.7,0.27,50,51,4,0,1,1.4,0.1,1.8,130,"2025-02-07 03:00",,0.2,0,4,1,121.529583,25.182722,64
花蓮,花蓮縣,22,,良好,0.3,0.28,21,25,9,2,10,10.8,1.1,0.8,283,"2025-02-07 03:00",,0.3,4,10,0,121.599769,23.971306,63
臺東,臺東縣,30,,良好,0.5,0.18,33,32,9,3,2,2.3,0.5,1.6,319,"2025-02-07 03:00",,0.2,6,11,0,121.15045,22.755358,62
恆春,屏東縣,42,,良好,0.6,0.18,43,45,5,2,1,2,0.6,7.3,20,"2025-02-07 03:00",,0.1,4,8,0,120.788928,21.958069,61
潮州,屏東縣,130,細懸浮微粒,對敏感族群不健康,0.4,0.38,15,28,63,46,8,8.8,0.8,1.4,350,"2025-02-07 03:00",,0.4,42,61,1,120.561175,22.523108,60
屏東,屏東縣,116,細懸浮微粒,對敏感族群不健康,0.9,0.34,22,31,51,37,9,10.1,0.8,1.3,339,"2025-02-07 03:00",,0.3,36,55,1,120.488033,22.673081,59
小港,高雄市,111,細懸浮微粒,對敏感族群不健康,1.7,0.36,20,21,51,37,18,17.9,0.4,1.9,316,"2025-02-07 03:00",,0.5,35,55,2,120.337736,22.565833,58
前鎮,高雄市,108,細懸浮微粒,對敏感族群不健康,1.2,0.34,20,23,55,35,12,13.5,1,4.3,24,"2025-02-07 03:00",,0.5,33,55,1,120.30833356,22.6044507,57
前金,高雄市,98,細懸浮微粒,普通,1.1,0.31,19,21,59,29,15,15.6,0.6,3.4,357,"2025-02-07 03:00",,0.4,30,54,1,120.28676111,22.63390278,56
左營,高雄市,98,細懸浮微粒,普通,1.1,0.31,22,27,54,36,13,13.1,0.4,2.6,14,"2025-02-07 03:00",,0.4,30,51,1,120.292917,22.674861,54
楠梓,高雄市,99,細懸浮微粒,普通,1.1,0.3,20,25,50,34,12,12.6,0.7,1.7,37,"2025-02-07 03:00",,0.3,30,52,2,120.328289,22.733667,53
林園,高雄市,127,細懸浮微粒,對敏感族群不健康,2.3,0.42,15,25,63,45,18,18.3,0.4,4.5,348,"2025-02-07 03:00",,0.4,41,65,3,120.41175,22.4795,52
大寮,高雄市,117,細懸浮微粒,對敏感族群不健康,1.3,0.35,19,27,50,38,11,11.1,0.3,2.7,344,"2025-02-07 03:00",,0.3,37,56,3,120.425311,22.56413611,51
鳳山,高雄市,114,細懸浮微粒,對敏感族群不健康,2.2,0.37,14,20,53,36,16,17.2,1,1,264,"2025-02-07 03:00",,0.5,36,54,1,120.357422,22.628126,50
仁武,高雄市,108,細懸浮微粒,對敏感族群不健康,1.4,0.32,18,23,52,35,14,15.1,1,4.8,350,"2025-02-07 03:00",,0.3,33,53,2,120.332631,22.689056,49
橋頭,高雄市,104,細懸浮微粒,對敏感族群不健康,1.2,0.3,23,26,49,35,12,11.9,0.3,2.9,12,"2025-02-07 03:00",,0.3,32,48,1,120.305689,22.757506,48
美濃,高雄市,98,細懸浮微粒,普通,1,0.34,15,20,42,32,8,7.8,0.2,0.6,91,"2025-02-07 03:00",,0.3,30,49,0,120.530542,22.883583,47
臺南,臺南市,78,細懸浮微粒,普通,0.7,0.27,30,34,41,26,9,10,0.8,2.8,6,"2025-02-07 03:00",,0.2,22,37,2,120.21947897,22.98928311,46
安南,臺南市,76,細懸浮微粒,普通,0.5,0.28,28,35,41,27,8,7.9,0,1.1,320,"2025-02-07 03:00",,0.2,22,38,1,120.2175,23.048197,45
善化,臺南市,75,細懸浮微粒,普通,1,0.3,27,31,58,29,8,9.3,1.1,2,5,"2025-02-07 03:00",,0.2,21,47,2,120.29740529,23.11337642,44
新營,臺南市,76,細懸浮微粒,普通,0.1,0.33,26,31,41,23,9,11.2,1.8,2,15,"2025-02-07 03:00",,0.2,22,38,1,120.31725,23.305633,43
嘉義,嘉義市,86,細懸浮微粒,普通,2.4,0.29,24,25,46,28,9,9.6,0.4,2.2,18,"2025-02-07 03:00",,0.4,25,43,5,120.44125148,23.46477865,42
臺西,雲林縣,42,,良好,0.8,0.22,46,46,25,6,3,2.9,0.2,6.9,21,"2025-02-07 03:00",,0.2,9,23,1,120.19933333,23.702175,41
朴子,嘉義縣,56,細懸浮微粒,普通,0.6,0.24,35,38,21,9,5,4.5,0,1.5,0,"2025-02-07 03:00",,0.2,14,28,2,120.2478,23.46538,40
新港,嘉義縣,62,細懸浮微粒,普通,1.1,0.36,27,34,34,19,9,9.6,0.8,2.4,12,"2025-02-07 03:00",,0.2,16,37,2,120.345531,23.554839,39
崙背,雲林縣,61,細懸浮微粒,普通,1,0.34,34,36,32,15,5,6.4,1.1,1.7,1,"2025-02-07 03:00",,0.2,16,32,1,120.348742,23.757547,38
斗六,雲林縣,82,細懸浮微粒,普通,1.1,0.28,20,26,43,26,10,11.6,1.2,1.1,19,"2025-02-07 03:00",,0.3,24,45,2,120.544994,23.711853,37
南投,南投縣,80,細懸浮微粒,普通,1.4,0.39,9,18,36,23,19,20.1,0.9,0.2,40,"2025-02-07 03:00",,0.4,23,38,1,120.685306,23.913,36
二林,彰化縣,51,懸浮微粒,普通,0.6,0.27,38,40,28,10,5,5.8,0.3,3.2,17,"2025-02-07 03:00",,0.2,12,31,1,120.409653,23.925175,35
線西,彰化縣,40,,良好,1.3,0.33,41,42,21,8,6,6.8,0.8,4.1,31,"2025-02-07 03:00",,0.2,10,24,1,120.469061,24.131672,34
彰化,彰化縣,55,細懸浮微粒,普通,1,0.25,27,32,23,14,9,9.2,0.3,1.6,18,"2025-02-07 03:00",,0.2,14,25,2,120.541519,24.066,33
西屯,臺中市,63,細懸浮微粒,普通,1.2,0.27,24,23,24,18,10,10.5,0.7,2.9,0,"2025-02-07 03:00",,0.3,17,28,1,120.616917,24.162197,32
忠明,臺中市,67,細懸浮微粒,普通,0.9,0.35,17,21,25,21,12,12.5,0.9,1.6,330,"2025-02-07 03:00",,0.3,18,29,1,120.641092,24.151958,31
大里,臺中市,79,細懸浮微粒,普通,1.5,0.38,12,17,26,25,14,15.7,1.4,0.2,227,"2025-02-07 03:00",,0.4,23,29,2,120.67844444,24.09961111,30
沙鹿,臺中市,45,,良好,1.1,0.24,36,36,23,10,6,6.2,0.3,2.9,348,"2025-02-07 03:00",,0.2,11,27,1,120.568794,24.225628,29
豐原,臺中市,75,細懸浮微粒,普通,0.7,0.3,28,25,13,20,6,6.1,0,1.4,12,"2025-02-07 03:00",,0.3,21,27,1,120.74252414,24.25699731,28
三義,苗栗縣,64,細懸浮微粒,普通,0.5,0.3,21,20,18,11,8,8.7,1.2,3.7,18,"2025-02-07 03:00",,0.3,17,24,1,120.75956754,24.38248443,27
苗栗,苗栗縣,55,細懸浮微粒,普通,1.5,0.19,33,23,8,10,6,7,0.5,1.8,15,"2025-02-07 03:00",,0.3,14,18,1,120.82011468,24.56499183,26
頭份,苗栗縣,40,,良好,1.3,0.23,40,21,19,4,7,8.2,1.1,1.3,13,"2025-02-07 03:00",,0.4,10,19,1,120.89869286,24.69690679,25
新竹,新竹市,48,,良好,0.9,0.24,38,25,7,11,6,6.8,0.8,1.5,43,"2025-02-07 03:00",,0.3,12,13,1,120.97236752,24.8056356,24
竹東,新竹縣,46,,良好,0.4,0.3,14,16,15,13,9,10,0.5,1.1,97,"2025-02-07 03:00",,0.3,12,16,0,121.08895493,24.74091408,23
湖口,新竹縣,31,,良好,0.7,0.24,43,35,6,5,4,4.3,0.4,3.4,37,"2025-02-07 03:00",,0.2,6,13,0,121.03886894,24.90009696,22
龍潭,桃園市,40,,良好,1,0.23,32,29,10,10,8,7.9,0.2,1.7,102,"2025-02-07 03:00",,0.3,10,12,1,121.21645772,24.86400048,21
平鎮,桃園市,29,,良好,0.5,0.27,36,32,8,5,10,10.2,0.6,0.8,54,"2025-02-07 03:00",,0.3,6,12,0,121.203986,24.952786,20
觀音,桃園市,40,,良好,0.9,0.24,44,44,5,4,4,4.2,0,4.9,76,"2025-02-07 03:00",,0.2,8,11,0,121.08283092,25.03556747,19
大園,桃園市,37,,良好,1,0.24,48,41,6,2,3,3.9,0.9,5.1,34,"2025-02-07 03:00",,0.2,5,12,1,121.20251473,25.06100357,18
桃園,桃園市,34,,良好,1.1,0.25,37,38,1,0,7,7.6,0.2,0.4,125,"2025-02-07 03:00",,0.3,4,5,1,121.30500531,24.9947107,17
大同,臺北市,32,,良好,1.3,0.34,28,25,5,7,14,15.7,1.8,-,-,"2025-02-07 03:00",,0.5,8,9,1,121.51342074,25.06331455,16
松山,臺北市,31,,良好,0.7,0.23,32,32,5,8,6,6.9,0.4,0.3,31,"2025-02-07 03:00",,0.2,8,8,1,121.578611,25.05,15
古亭,臺北市,31,,良好,1,0.24,35,33,11,4,7,7.6,0.5,0.2,63,"2025-02-07 03:00",,0.2,8,12,1,121.529556,25.020608,14
萬華,臺北市,31,,良好,0.9,0.28,32,33,8,3,11,11.1,0.1,0.2,342,"2025-02-07 03:00",,0.3,3,11,1,121.507972,25.046503,13
中山,臺北市,33,,良好,0.9,0.26,32,30,13,7,10,11.1,0.9,0.4,116,"2025-02-07 03:00",,0.3,8,13,1,121.526528,25.062361,12
士林,臺北市,41,,良好,0.8,0.23,39,44,7,4,4,4.5,0.1,1.5,256,"2025-02-07 03:00",,0.2,4,8,1,121.51666356,25.10334003,11
淡水,新北市,35,,良好,0.2,0.25,46,39,6,2,2,2.1,0.1,3.1,10,"2025-02-07 03:00",,0.2,5,8,1,121.449239,25.1645,10
林口,新北市,37,,良好,0.4,0.24,46,40,2,4,2,2.6,0.6,2.5,46,"2025-02-07 03:00",,0.2,5,7,1,121.36548982,25.07798949,9
菜寮,新北市,33,,良好,0.8,0.24,36,37,5,7,10,10.7,0.2,0.9,287,"2025-02-07 03:00",,0.3,7,11,0,121.481028,25.06895,8
新莊,新北市,34,,良好,0.4,0.25,28,38,4,4,11,12.1,0.8,1.2,23,"2025-02-07 03:00",,0.2,6,6,0,121.4325,25.037972,7
板橋,新北市,32,,良好,1.3,0.27,36,36,5,4,9,9.3,0.7,0.5,12,"2025-02-07 03:00",,0.3,6,10,1,121.458667,25.012972,6
土城,新北市,31,,良好,0.8,0.26,35,35,9,5,7,8,0.6,0.2,183,"2025-02-07 03:00",,0.3,6,11,0,121.451861,24.982528,5
新店,新北市,31,,良好,0,0.22,35,35,9,6,8,7.9,0.2,0.3,293,"2025-02-07 03:00",,0.2,5,9,0,121.537778,24.977222,4
萬里,新北市,47,,良好,0.2,0.26,51,51,25,2,2,2.6,0.4,6.6,35,"2025-02-07 03:00",,0.2,6,19,1,121.689881,25.179667,3
汐止,新北市,34,,良好,0.7,0.22,30,30,11,7,10,10.5,0.7,0.4,52,"2025-02-07 03:00",,0.2,8,12,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.9,0.3,39,31,7,5,5,5.4,0.4,3.3,77,"2025-02-07 03:00",,0.3,7,8,1,121.760056,25.129167,1
屏東(枋山),屏東縣,37,,良好,0.1,0.17,40,41,7,4,4,4.5,0.4,2.4,83,"2025-02-07 02:00",,0.1,8,15,0,120.651472,22.260899,313
花蓮（美崙）,花蓮縣,36,,良好,0.2,0.2,25,40,14,4,8,8.7,0.3,1.7,318,"2025-02-07 02:00",,0.1,4,7,0,121.61575076,23.97709367,312
新北（樹林）,新北市,20,,良好,0.2,0.22,24,21,8,4,8,8.5,0.3,0,185,"2025-02-07 02:00",,0.3,5,12,0,121.38352778,24.94902778,311
台中市（和平區消防隊）,臺中市,98,細懸浮微粒,普通,,0.38,15,20,34,29,10,10.1,0.5,0,17,"2025-02-07 02:00",,0.3,30,37,0,120.883858,24.174592,310
屏東（琉球）,屏東縣,119,細懸浮微粒,對敏感族群不健康,4.5,0.39,27,31,64,43,14,14.7,0.7,1.7,353,"2025-02-07 02:00",,0.4,38,57,2,120.37722,22.35222,204
臺南（麻豆）,臺南市,70,細懸浮微粒,普通,0.4,0.25,31,33,39,21,8,8.4,0.5,2,356,"2025-02-07 02:00",,0.2,20,38,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,93,細懸浮微粒,普通,1.3,0.27,22,25,52,30,16,17.1,0.8,1,313,"2025-02-07 02:00",,0.3,28,46,2,120.24535,22.87985556,202
宜蘭（頭城）,宜蘭縣,30,,良好,0.9,0.19,47,33,14,5,4,5.1,1.3,0.9,19,"2025-02-07 02:00",,0.2,6,11,1,121.82463916,24.85366672,201
員林,彰化縣,72,細懸浮微粒,普通,1.3,0.38,16,30,35,24,18,19.2,1.3,1,356,"2025-02-07 02:00",,0.3,20,32,2,120.5631893,23.9615945,139
大城,彰化縣,44,,良好,1,0.2,50,49,15,10,2,1.8,0,6.8,38,"2025-02-07 02:00",,0.1,10,20,0,120.26964167,23.85493056,85
